,content,id,stems,edge_weights,prototypicality,cdf
110,holders for different foods that display the food on the outside,272,"set([u'food', u'differ', u'holder', u'display', u'outsid'])","[0.1111111111111111, 0.5, 0.1111111111111111, 0.25, 0.125, 0.08333333333333333, 0.1, 0.05555555555555555, 0.3333333333333333, 0.05]",0.6,"[0.0, 0.59999999999999998, 0.70000000000000007, 0.90000000000000002, 0.90000000000000002, 1.0, 1.0, 1.0, 1.0, 1.0]"
111,An oven mit that is heat sensitive that turns red when something is very hot and cold when very cold.,1470,"set([u'sensit', u'someth', u'hot', u'an', u'turn', u'heat', u'oven', u'cold', u'mit', u'red'])","[0.2, 0.25, 0.3333333333333333, 0.3333333333333333, 1.0, 0.5, 0.5, 0.5, 0.5, 0.16666666666666666, 0.2, 0.2, 0.2, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.5, 0.5, 0.5, 0.5, 0.3333333333333333, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.4,"[0.0, 0.0, 0.11111111111111112, 0.48888888888888887, 0.48888888888888887, 0.84444444444444455, 0.84444444444444455, 0.84444444444444455, 0.84444444444444455, 1.0]"
112,Put a small piece in a car where it can display directions through touch.,337,"set([u'touch', u'car', u'piec', u'direct', u'small', u'put', u'display'])","[0.07692307692307693, 0.09090909090909091, 0.1, 0.1, 0.07692307692307693, 0.037037037037037035, 0.2, 0.25, 0.25, 0.14285714285714285, 0.1, 0.5, 0.5, 0.2, 0.05263157894736842, 1.0, 0.25, 0.05555555555555555, 0.25, 0.05555555555555555, 0.047619047619047616]",0.4,"[0.0, 0.52380952380952372, 0.66666666666666674, 0.85714285714285721, 0.85714285714285721, 0.95238095238095233, 0.95238095238095233, 0.95238095238095233, 0.95238095238095233, 1.0]"
113,car upholstery that lightens in hot weather,444,"set([u'weather', u'car', u'lighten', u'upholsteri', u'hot'])","[0.2, 0.5, 0.3333333333333333, 0.25, 0.25, 0.2, 0.16666666666666666, 0.5, 0.3333333333333333, 0.25]",0.4,"[0.0, 0.0, 0.30000000000000004, 0.80000000000000004, 0.80000000000000004, 1.0, 1.0, 1.0, 1.0, 1.0]"
114,Interactive map at a mall hang it up and touch were you want to go,1316,"set([u'map', u'interact', u'hang', u'go', u'mall', u'want', u'touch'])","[0.375, 0.3333333333333333, 0.14285714285714285, 0.3333333333333333, 0.2, 0.08333333333333333, 0.125, 0.08333333333333333, 0.125, 0.1, 0.058823529411764705, 0.2, 1.0, 0.3333333333333333, 0.1, 0.2, 0.14285714285714285, 0.07142857142857142, 0.3333333333333333, 0.1, 0.08333333333333333]",0.6,"[0.0, 0.38095238095238093, 0.71428571428571419, 0.90476190476190466, 0.95238095238095233, 0.95238095238095233, 0.95238095238095233, 0.95238095238095233, 0.95238095238095233, 1.0]"
115,Use as a strategic planning surface in wartime. A foldable interactive map,1570,"set([u'a', u'map', u'use', u'foldabl', u'interact', u'wartim', u'surfac', u'strateg', u'plan'])","[0.14285714285714285, 0.029411764705882353, 0.2, 0.08333333333333333, 0.2, 0.14285714285714285, 0.2, 0.2, 0.03125, 0.3333333333333333, 0.375, 0.3333333333333333, 0.2, 0.3333333333333333, 0.3333333333333333, 0.03333333333333333, 0.05555555555555555, 0.03333333333333333, 0.06451612903225806, 0.03333333333333333, 0.03333333333333333, 0.125, 1.0, 0.3333333333333333, 1.0, 1.0, 0.125, 0.1, 0.125, 0.125, 0.3333333333333333, 1.0, 1.0, 0.3333333333333333, 0.3333333333333333, 1.0]",0.4,"[0.0, 0.27777777777777779, 0.58333333333333337, 0.80555555555555547, 0.83333333333333326, 0.83333333333333326, 0.83333333333333326, 0.83333333333333326, 0.83333333333333326, 1.0]"
116,to have the fabric on car doors so they can display images and videos while driving in traffic so other people will see the information while on the roads,2027,"set([u'door', u'fabric', u'car', u'imag', u'drive', u'inform', u'see', u'video', u'peopl', u'traffic', u'display', u'road'])","[0.08333333333333333, 0.2, 0.1, 0.5, 0.3333333333333333, 0.3333333333333333, 0.25, 0.2857142857142857, 0.3333333333333333, 0.05263157894736842, 0.5, 0.07142857142857142, 0.17647058823529413, 0.09090909090909091, 0.08333333333333333, 0.08333333333333333, 0.16666666666666666, 0.058823529411764705, 0.08333333333333333, 0.2608695652173913, 0.09090909090909091, 0.08333333333333333, 0.25, 0.2, 0.2, 0.16666666666666666, 0.1, 0.2, 0.1, 0.25, 0.1111111111111111, 0.2222222222222222, 0.1, 0.2, 0.23076923076923078, 0.1, 0.17391304347826086, 0.1111111111111111, 0.5, 0.5, 0.3333333333333333, 0.14285714285714285, 0.5, 0.05555555555555555, 1.0, 0.3333333333333333, 0.25, 0.2857142857142857, 0.3333333333333333, 0.05263157894736842, 0.5, 0.25, 0.125, 0.3333333333333333, 0.05263157894736842, 0.5, 0.1111111111111111, 0.25, 0.16666666666666666, 0.3333333333333333, 0.2857142857142857, 0.041666666666666664, 0.14285714285714285, 0.05263157894736842, 0.5, 0.05555555555555555]",0.6,"[0.0, 0.36363636363636365, 0.5757575757575758, 0.86363636363636365, 0.86363636363636365, 0.98484848484848486, 0.98484848484848486, 0.98484848484848486, 0.98484848484848486, 1.0]"
117,Newspaper screen that expands certain articles when you touch them.,1408,"set([u'certain', u'screen', u'newspap', u'articl', u'touch', u'expand'])","[0.3333333333333333, 0.5, 0.5, 0.09090909090909091, 0.5, 0.5, 0.5, 0.09090909090909091, 0.5, 1.0, 0.1, 1.0, 0.1, 1.0, 0.1]",0.4,"[0.0, 0.33333333333333331, 0.33333333333333331, 0.39999999999999997, 0.39999999999999997, 0.79999999999999993, 0.79999999999999993, 0.79999999999999993, 0.79999999999999993, 1.0]"
118,Perhaps a new medium to replace magazine pages?,1786,"set([u'medium', u'replac', u'magazin', u'perhap', u'new', u'page'])","[0.5, 1.0, 1.0, 1.0, 0.5, 0.5, 0.5, 0.5, 0.3333333333333333, 1.0, 1.0, 0.5, 1.0, 0.5, 0.5]",0.6,"[0.0, 0.0, 0.0, 0.066666666666666666, 0.066666666666666666, 0.59999999999999998, 0.59999999999999998, 0.59999999999999998, 0.59999999999999998, 1.0]"
119,"Single page, fabric books that can keep a saved state and be changed.",2024,"set([u'fabric', u'keep', u'state', u'book', u'chang', u'save', u'page', u'singl'])","[0.07692307692307693, 0.09090909090909091, 0.08333333333333333, 0.06060606060606061, 0.09090909090909091, 0.08333333333333333, 0.09090909090909091, 0.3333333333333333, 0.25, 0.038461538461538464, 0.3333333333333333, 0.25, 0.3333333333333333, 0.5, 0.041666666666666664, 1.0, 0.5, 1.0, 0.04, 0.5, 0.3333333333333333, 0.5, 0.041666666666666664, 0.04, 0.041666666666666664, 0.5, 1.0, 0.5]",0.4,"[0.0, 0.46428571428571425, 0.46428571428571425, 0.67857142857142849, 0.67857142857142849, 0.89285714285714279, 0.89285714285714279, 0.89285714285714279, 0.89285714285714279, 1.0]"
